Order_ID,Date,User_Name,Pages,Print_Type,Copies,Total_Pages_Printed,Rate_per_Page,Shop_Earning,App_Earning,Total_Amount,Payment_Method,Order_Status
TOK01524,2025-07-31,User_611,29,Black & White,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK01525,2024-05-10,User_604,47,Black & White,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK01526,2025-09-08,User_915,49,Color,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK01527,2023-06-24,User_191,19,Color,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK01528,2023-03-26,User_251,39,Black & White,3,117,1.5,146.25,29.25,175.5,UPI,Completed
TOK01529,2023-05-28,User_684,33,Black & White,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK01530,2023-07-26,User_41,13,Color,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK01531,2025-05-08,User_488,45,Color,3,135,1.5,168.75,33.75,202.5,UPI,Completed
TOK01532,2024-11-24,User_846,17,Black & White,1,17,1.5,21.25,4.25,25.5,UPI,Completed
TOK01533,2024-05-06,User_478,2,Black & White,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK01534,2025-07-09,User_935,10,Black & White,3,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK01535,2024-04-29,User_255,13,Color,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK01536,2023-08-09,User_366,49,Black & White,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK01537,2025-12-27,User_588,8,Color,1,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK01538,2025-04-17,User_978,11,Color,3,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK01539,2023-03-21,User_821,48,Black & White,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01540,2023-10-04,User_916,12,Color,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK01541,2024-10-28,User_934,46,Black & White,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK01542,2023-10-05,User_1119,13,Black & White,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK01543,2025-09-22,User_524,41,Black & White,3,123,1.5,153.75,30.75,184.5,UPI,Completed
TOK01544,2025-02-22,User_566,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK01545,2025-10-31,User_606,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK01546,2023-02-09,User_435,1,Color,1,1,1.5,1.25,0.25,1.5,UPI,Completed
TOK01547,2024-10-12,User_832,7,Color,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK01548,2024-07-12,User_93,50,Black & White,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK01549,2025-05-04,User_268,45,Black & White,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK01550,2024-01-30,User_140,28,Black & White,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK01551,2023-11-21,User_867,26,Color,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK01552,2023-05-02,User_1193,47,Black & White,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK01553,2023-10-12,User_998,3,Black & White,1,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK01554,2024-07-12,User_1082,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK01555,2024-02-25,User_867,15,Color,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01556,2024-08-04,User_223,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01557,2024-07-13,User_121,4,Color,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01558,2025-03-06,User_534,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK01559,2023-11-18,User_654,50,Black & White,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK01560,2025-05-19,User_910,2,Black & White,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK01561,2025-05-04,User_910,13,Black & White,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK01562,2023-08-27,User_841,23,Color,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK01563,2025-01-26,User_992,10,Black & White,3,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK01564,2025-07-28,User_606,17,Color,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01565,2023-02-14,User_948,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK01566,2024-01-06,User_559,33,Black & White,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK01567,2024-02-15,User_396,40,Color,1,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK01568,2024-05-23,User_994,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK01569,2024-08-11,User_275,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK01570,2024-12-22,User_700,30,Color,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01571,2023-09-01,User_1009,14,Black & White,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01572,2024-09-19,User_558,23,Color,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK01573,2023-01-10,User_610,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01574,2025-08-04,User_988,43,Black & White,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK01575,2025-06-06,User_1120,3,Black & White,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01576,2024-07-19,User_668,31,Black & White,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK01577,2025-11-14,User_288,12,Color,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK01578,2024-12-04,User_144,13,Black & White,3,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK01579,2024-06-15,User_925,48,Black & White,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK01580,2025-11-21,User_49,10,Color,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK01581,2024-03-18,User_656,45,Color,3,135,1.5,168.75,33.75,202.5,UPI,Completed
TOK01582,2023-09-03,User_1192,41,Black & White,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK01583,2023-05-20,User_1191,17,Black & White,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK01584,2024-02-22,User_1098,4,Black & White,2,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK01585,2024-01-08,User_406,16,Color,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01586,2023-12-14,User_920,50,Black & White,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK01587,2023-12-03,User_388,4,Color,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01588,2025-06-16,User_891,6,Color,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01589,2025-09-23,User_399,35,Color,2,70,1.5,87.5,17.5,105.0,UPI,Completed
TOK01590,2024-05-31,User_1063,27,Color,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK01591,2024-06-05,User_321,29,Color,3,87,1.5,108.75,21.75,130.5,UPI,Completed
TOK01592,2025-05-29,User_305,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01593,2025-10-16,User_1012,27,Black & White,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK01594,2025-12-18,User_1064,33,Color,2,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK01595,2023-10-20,User_916,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK01596,2024-11-16,User_251,17,Black & White,1,17,1.5,21.25,4.25,25.5,UPI,Completed
TOK01597,2024-09-12,User_653,36,Color,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK01598,2023-10-07,User_986,6,Black & White,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK01599,2024-08-20,User_556,16,Black & White,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01600,2023-08-01,User_1178,2,Black & White,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK01601,2025-01-08,User_801,42,Black & White,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK01602,2023-07-30,User_1116,29,Black & White,3,87,1.5,108.75,21.75,130.5,UPI,Completed
TOK01603,2024-06-14,User_879,29,Black & White,3,87,1.5,108.75,21.75,130.5,UPI,Completed
TOK01604,2024-01-17,User_1155,23,Black & White,2,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK01605,2024-06-09,User_412,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01606,2024-08-11,User_76,5,Black & White,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK01607,2025-12-01,User_520,34,Black & White,1,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01608,2025-09-23,User_1033,26,Black & White,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK01609,2025-03-01,User_949,7,Color,1,7,1.5,8.75,1.75,10.5,UPI,Completed
TOK01610,2025-09-23,User_6,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01611,2023-04-29,User_95,26,Color,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK01612,2025-10-12,User_1185,30,Color,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK01613,2025-08-18,User_942,17,Color,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01614,2023-11-18,User_1079,40,Color,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK01615,2023-10-26,User_887,18,Color,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01616,2023-12-02,User_792,4,Color,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01617,2023-10-30,User_761,20,Color,2,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK01618,2025-01-04,User_473,4,Color,2,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK01619,2025-07-19,User_887,33,Color,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK01620,2023-03-07,User_814,32,Color,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01621,2025-08-25,User_507,48,Color,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK01622,2024-01-08,User_465,14,Black & White,3,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK01623,2023-08-11,User_1087,37,Color,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK01624,2024-03-04,User_206,16,Black & White,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01625,2025-02-10,User_486,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK01626,2024-01-04,User_345,34,Color,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK01627,2024-05-23,User_468,49,Color,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK01628,2023-08-02,User_751,43,Color,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK01629,2023-12-31,User_76,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK01630,2024-12-05,User_380,30,Black & White,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK01631,2025-05-19,User_749,44,Black & White,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK01632,2025-07-11,User_975,41,Black & White,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK01633,2024-12-08,User_877,4,Black & White,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK01634,2025-03-27,User_561,33,Black & White,3,99,1.5,123.75,24.75,148.5,UPI,Completed
TOK01635,2025-10-19,User_975,1,Black & White,1,1,1.5,1.25,0.25,1.5,UPI,Completed
TOK01636,2025-04-19,User_692,31,Color,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK01637,2023-08-14,User_234,15,Color,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK01638,2025-02-11,User_1164,19,Color,3,57,1.5,71.25,14.25,85.5,UPI,Completed
TOK01639,2024-01-07,User_1135,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK01640,2025-05-18,User_560,50,Black & White,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK01641,2024-12-21,User_938,15,Color,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01642,2023-02-08,User_645,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK01643,2023-03-10,User_100,50,Black & White,1,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK01644,2025-02-12,User_872,6,Black & White,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK01645,2023-11-07,User_613,12,Color,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01646,2023-10-26,User_46,49,Black & White,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK01647,2023-10-30,User_748,10,Black & White,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK01648,2024-04-27,User_24,44,Color,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK01649,2025-05-23,User_826,49,Color,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK01650,2023-05-07,User_328,32,Color,3,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK01651,2024-11-30,User_748,13,Color,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK01652,2023-02-02,User_726,41,Black & White,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK01653,2023-12-15,User_1029,11,Black & White,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK01654,2025-07-12,User_831,25,Color,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK01655,2024-06-24,User_551,32,Color,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK01656,2025-05-25,User_658,34,Black & White,1,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01657,2025-10-11,User_820,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01658,2024-05-12,User_665,23,Black & White,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK01659,2023-06-05,User_1075,10,Color,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK01660,2023-08-15,User_493,15,Color,1,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK01661,2024-09-22,User_1117,2,Color,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK01662,2023-01-02,User_1191,3,Color,1,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK01663,2024-04-04,User_530,50,Black & White,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK01664,2024-03-27,User_1001,27,Black & White,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK01665,2025-12-24,User_1089,41,Black & White,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK01666,2024-10-04,User_134,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01667,2023-03-14,User_1135,21,Color,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK01668,2025-03-17,User_15,47,Color,1,47,1.5,58.75,11.75,70.5,UPI,Completed
TOK01669,2025-05-27,User_545,38,Black & White,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK01670,2023-07-18,User_995,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK01671,2024-09-17,User_1194,3,Black & White,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK01672,2024-06-04,User_1070,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01673,2024-11-02,User_1157,22,Black & White,3,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK01674,2025-02-03,User_814,38,Black & White,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK01675,2023-03-23,User_303,45,Black & White,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01676,2023-02-20,User_809,5,Color,3,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK01677,2023-12-30,User_253,13,Color,3,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK01678,2023-01-29,User_644,1,Color,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK01679,2024-09-25,User_1113,11,Color,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK01680,2025-03-07,User_1177,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01681,2023-09-04,User_231,42,Black & White,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK01682,2023-02-04,User_942,28,Color,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK01683,2025-01-03,User_231,36,Black & White,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01684,2024-01-15,User_686,2,Color,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK01685,2024-03-28,User_809,37,Color,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK01686,2025-02-17,User_615,33,Black & White,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK01687,2024-08-15,User_173,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK01688,2025-09-29,User_737,45,Black & White,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK01689,2025-07-01,User_975,7,Color,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK01690,2023-06-01,User_101,1,Black & White,1,1,1.5,1.25,0.25,1.5,UPI,Completed
TOK01691,2023-06-27,User_668,13,Black & White,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK01692,2025-06-08,User_1038,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK01693,2023-12-09,User_498,37,Color,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK01694,2023-10-03,User_282,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK01695,2025-06-05,User_565,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK01696,2023-07-26,User_500,32,Color,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01697,2024-12-12,User_152,45,Black & White,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK01698,2024-02-10,User_295,5,Color,3,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK01699,2024-01-30,User_318,29,Color,1,29,1.5,36.25,7.25,43.5,UPI,Completed
TOK01700,2024-05-03,User_442,41,Color,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK01701,2023-10-19,User_970,42,Black & White,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK01702,2025-07-18,User_326,50,Black & White,1,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK01703,2023-03-09,User_19,17,Color,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01704,2025-07-25,User_290,35,Color,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK01705,2024-01-06,User_107,40,Black & White,1,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK01706,2024-12-25,User_873,6,Black & White,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK01707,2024-12-23,User_97,10,Color,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK01708,2025-05-16,User_790,31,Color,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK01709,2023-08-15,User_857,42,Color,3,126,1.5,157.5,31.5,189.0,UPI,Completed
TOK01710,2025-12-12,User_64,15,Black & White,1,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK01711,2025-08-10,User_634,17,Color,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01712,2025-09-02,User_406,20,Color,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01713,2023-08-04,User_66,20,Color,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01714,2024-05-03,User_1046,32,Black & White,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01715,2024-05-10,User_531,41,Color,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK01716,2023-06-10,User_918,46,Black & White,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK01717,2023-11-01,User_322,27,Color,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK01718,2025-09-21,User_956,6,Black & White,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK01719,2024-11-25,User_712,12,Color,1,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01720,2024-09-04,User_231,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01721,2024-05-24,User_524,16,Black & White,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01722,2025-09-22,User_569,40,Black & White,1,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK01723,2024-06-23,User_213,40,Color,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK01724,2023-03-22,User_191,22,Black & White,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK01725,2025-01-25,User_42,8,Color,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK01726,2024-01-30,User_885,35,Black & White,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK01727,2024-09-04,User_548,36,Color,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK01728,2025-07-31,User_129,18,Black & White,3,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK01729,2023-12-26,User_992,15,Black & White,1,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK01730,2023-09-30,User_877,18,Black & White,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01731,2025-12-19,User_414,14,Color,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01732,2024-10-11,User_847,35,Color,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK01733,2023-08-17,User_55,12,Black & White,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01734,2023-03-16,User_969,2,Color,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK01735,2024-07-05,User_1193,32,Color,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01736,2023-02-03,User_1053,29,Color,3,87,1.5,108.75,21.75,130.5,UPI,Completed
TOK01737,2024-10-12,User_700,15,Black & White,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01738,2024-09-03,User_348,16,Color,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01739,2025-05-24,User_626,6,Color,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK01740,2024-05-25,User_575,42,Color,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK01741,2023-04-27,User_489,38,Black & White,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK01742,2023-01-22,User_162,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01743,2025-07-13,User_243,29,Color,3,87,1.5,108.75,21.75,130.5,UPI,Completed
TOK01744,2023-04-04,User_147,23,Color,2,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK01745,2024-01-29,User_282,16,Black & White,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01746,2023-05-26,User_143,48,Black & White,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK01747,2023-07-17,User_1012,44,Color,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK01748,2024-10-20,User_759,36,Black & White,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01749,2024-10-05,User_301,42,Black & White,3,126,1.5,157.5,31.5,189.0,UPI,Completed
TOK01750,2024-12-24,User_114,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK01751,2024-09-25,User_234,18,Black & White,3,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK01752,2023-04-05,User_298,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK01753,2024-02-17,User_459,28,Black & White,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK01754,2025-09-03,User_961,15,Color,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01755,2023-10-15,User_695,12,Color,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK01756,2023-10-01,User_53,21,Black & White,3,63,1.5,78.75,15.75,94.5,UPI,Completed
TOK01757,2024-07-24,User_580,47,Color,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK01758,2025-02-14,User_602,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK01759,2025-10-08,User_115,22,Black & White,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK01760,2024-10-02,User_986,12,Black & White,1,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01761,2024-05-27,User_1191,16,Color,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01762,2024-02-29,User_803,38,Black & White,1,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK01763,2024-02-04,User_291,27,Color,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK01764,2025-09-01,User_1050,14,Black & White,2,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK01765,2024-03-12,User_626,37,Black & White,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK01766,2024-04-09,User_706,44,Color,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK01767,2024-08-19,User_1129,46,Color,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK01768,2024-10-20,User_145,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK01769,2025-08-28,User_35,3,Black & White,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01770,2025-09-28,User_414,18,Black & White,3,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK01771,2023-08-11,User_291,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK01772,2025-03-20,User_786,23,Black & White,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK01773,2024-01-10,User_1179,20,Color,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01774,2025-02-17,User_271,1,Color,3,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK01775,2024-05-25,User_1118,24,Black & White,3,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK01776,2024-09-28,User_792,40,Black & White,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK01777,2024-01-25,User_951,49,Color,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK01778,2024-04-22,User_560,32,Color,3,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK01779,2023-11-06,User_508,39,Black & White,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK01780,2023-08-24,User_240,41,Color,3,123,1.5,153.75,30.75,184.5,UPI,Completed
TOK01781,2025-04-23,User_202,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK01782,2025-01-21,User_481,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01783,2025-04-28,User_316,23,Black & White,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK01784,2024-05-19,User_948,37,Black & White,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK01785,2025-06-16,User_648,39,Black & White,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK01786,2023-10-03,User_866,47,Color,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK01787,2025-09-20,User_305,41,Color,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK01788,2024-01-15,User_1010,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01789,2024-01-09,User_756,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK01790,2025-11-15,User_495,37,Black & White,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK01791,2023-04-14,User_119,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01792,2025-06-28,User_1084,40,Black & White,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK01793,2023-02-23,User_480,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK01794,2023-10-06,User_895,50,Black & White,2,100,1.5,125.0,25.0,150.0,UPI,Completed
